Half-degree cell series of precipitation
Centre Latitude:              4.25
Centre Longitude:           -74.75
CRU TS Version:               4.04
Units:                     mm/month 

  Yr  Mo     Value   N.Obs
2004   7     80.30     6
2004   8     46.70     6
2004   9    136.90     6
2004  10    262.00     0
2004  11    290.50     6
2004  12    156.30     6
2005   1     83.70     6
2005   2    152.60     6
2005   3    163.00     6
2005   4    224.10     6
2005   5    262.10     6
2005   6     97.30     6
2005   7     58.20     6
2005   8    105.40     6
2005   9    133.00     6
2005  10    292.40     6
2005  11    242.60     7
2005  12    193.00     6
2006   1    168.90     6
2006   2    118.00     6
2006   3    340.90     6
2006   4    285.00     6
2006   5    292.40     6
2006   6    188.40     6
2006   7     52.20     6
2006   8     56.30     6
2006   9     95.00     6
2006  10    285.20     6
2006  11    289.70     6
2006  12    157.00     6
2007   1     56.90     6
2007   2     37.00     6
2007   3    215.20     6
2007   4    321.50     6
2007   5    251.90     6
2007   6    113.90     6
2007   7     79.20     6
2007   8    111.20     6
2007   9    102.50     6
2007  10    331.00     6
2007  11    246.70     6
2007  12    183.60     6
2008   1     93.90     6
2008   2    169.00     6
2008   3    179.00     6
2008   4    293.90     6
2008   5    440.50     6
2008   6    177.50     6
2008   7    122.30     4
2008   8    125.80     5
2008   9    144.20     6
2008  10    226.80     6
2008  11    325.50     6
2008  12    176.70     5
2009   1    137.50     6
2009   2    149.80     6
2009   3    281.80     6
2009   4    170.50     6
2009   5    154.00     6
2009   6    129.70     6
2009   7     50.50     6
2009   8    100.20     5
2009   9     89.50     6
2009  10    279.10     5
2009  11    169.00     6
2009  12    118.80     6
2010   1      9.70     5
2010   2     90.50     6
2010   3    143.30     6
2010   4    371.50     6
2010   5    314.00     5
2010   6    182.80     6
2010   7    105.00     5
2010   8     65.90     4
2010   9    150.30     5
2010  10    255.80     6
2010  11    398.20     4
2010  12    270.40     5
2011   1    105.50     5
2011   2    233.20     6
2011   3    224.60     6
2011   4    415.90     4
2011   5    277.50     6
2011   6    160.90     8
2011   7    103.60     6
2011   8     79.30     6
2011   9    169.20     7
2011  10    296.50     6
2011  11    347.90     7
2011  12    251.60     8
2012   1    132.10     2
2012   2    104.80     7
2012   3    202.70     8
2012   4    301.20     7
2012   5    146.40     8
2012   6     77.10     8
2012   7     50.50     8
2012   8     61.30     7
2012   9     62.00     8
2012  10    241.30     8
2012  11    206.70     7
2012  12    131.40     8
2013   1     36.80     8
2013   2    200.20     8
2013   3    138.90     8
2013   4    177.20     8
2013   5    317.50     8
2013   6     83.10     7
2013   7     32.10     8
2013   8     99.00     8
2013   9    107.00     8
2013  10    193.90     8
2013  11    238.90     8
2013  12    154.80     8
2014   1     89.90     8
2014   2    136.30     8
2014   3    175.20     8
2014   4    191.90     8
2014   5    211.00     8
2014   6     97.40     8
2014   7     38.20     8
2014   8     54.80     6
2014   9    107.60     6
2014  10    237.90     6
2014  11    258.40     6
2014  12    175.00     8
2015   1    108.70     8
2015   2     89.80     8
2015   3    214.50     8
2015   4    205.30     8
2015   5    117.40     8
2015   6     51.20     8
2015   7     49.30     8
2015   8     49.20     8
2015   9     80.20     8
2015  10    158.90     8
2015  11    194.30     8
2015  12     48.20     8
2016   1     42.20     8
2016   2     48.10     8
2016   3    177.50     8
2016   4    265.30     8
2016   5    182.40     8
2016   6     62.60     7
2016   7     56.90     7
2016   8     77.00     8
2016   9    165.70     8
2016  10    202.60     8
2016  11    245.30     8
2016  12    222.50     8
2017   1     95.80     8
2017   2    157.80     6
2017   3    249.10     8
2017   4    226.40     8
2017   5    375.30     8
2017   6    156.90     8
2017   7     35.00     8
2017   8    101.50     6
2017   9     82.70     4
2017  10    262.00     0
2017  11    242.40     6
2017  12    134.80     8
2018   1    115.90     8
2018   2     88.20     8
2018   3    135.40     7
2018   4    238.00     7
2018   5    318.30     8
2018   6    112.00     8
2018   7     72.20     8
2018   8     68.90     8
2018   9    161.00     8
2018  10    242.50     8
2018  11    244.70     8
2018  12     41.30     8
2019   1     56.80     8
2019   2    107.30     8
2019   3    241.80     8
2019   4    252.80     8
2019   5    316.50     8
2019   6    107.40     8
2019   7     54.80     8
2019   8     39.00     8
2019   9    146.00     8
2019  10    227.00     8
2019  11    240.80     8
2019  12    124.10     8
